Player;FSP.1;FSW.1;SSP.1;SSW.1;ACE.1;DBF.1;WNR.1;UFE.1;BPC.1;BPW.1;NPA.1
Anabel Medina Garrigues;86;18;14;3;0;1;0;1;2;4;
Anastasia Pavlyuchenkova;50;33;50;22;5;5;37;40;6;10;11
Anastasia Pavlyuchenkova;54;31;46;22;3;4;36;45;7;16;13
Anastasia Pavlyuchenkova;59;29;41;17;0;7;39;49;3;5;12
Anastasia Pavlyuchenkova;67;24;33;8;5;1;5;1;4;9;
Anastasia Pavlyuchenkova;62;32;38;15;3;5;3;5;3;12;
Andrea Hlavackova;72;46;28;11;2;5;32;38;7;12;9
Andrea Petkovic;68;23;32;6;1;4;15;31;1;3;7
Andreas Beck;55;37;45;25;4;4;34;39;1;13;15
Andreas Haider-Maurer;60;45;40;17;7;5;;;0;5;
Andreas Haider-Maurer;49;58;51;43;10;12;;;4;14;
Andreas Haider-Maurer;65;50;35;20;8;3;28;32;1;4;7
Andreas Seppi;59;72;41;40;17;5;67;59;7;18;8
Andreas Seppi;57;57;43;33;12;10;47;65;6;18;9
Andreas Seppi;67;73;33;32;8;3;50;69;9;14;18
Andreas Seppi;57;67;43;41;14;2;63;40;6;18;24
Andreas Seppi;51;34;49;18;6;2;32;37;1;5;5
Andreas Seppi;59;62;41;24;12;4;;;5;10;
Andreas Seppi;52;48;48;27;5;7;;;7;13;23
Andreas Seppi;61;55;39;23;10;5;;;5;19;14
Andrej Martin;49;35;51;20;4;3;;;7;12;
Andrey Golubev;64;18;36;10;0;0;8;15;1;2;6
Andrey Kuznetsov;53;59;47;44;8;8;;;10;18;
Andrey Kuznetsov;71;48;29;11;4;4;35;31;2;10;17
Andy Murray;69;33;31;11;12;2;32;13;7;13;4
Andy Murray;59;35;41;17;5;5;25;31;8;17;7
Andy Murray;64;50;36;16;6;2;29;30;4;11;11
Andy Murray;62;59;38;25;8;3;48;47;7;14;16
Andy Murray;61;60;39;28;9;1;41;46;1;2;17
Andy Murray;67;36;33;15;3;0;;;6;8;19
Andy Murray;57;41;43;35;5;3;;;5;9;17
Andy Murray;51;37;49;25;7;2;;;4;10;8
Andy Murray;63;58;37;23;5;5;;;6;15;32
Andy Murray;63;37;37;22;5;4;;;0;0;10
Angelique Kerber;65;36;35;13;6;5;30;17;4;7;9
Angelique Kerber;59;24;41;11;3;1;22;10;4;13;3
Angelique Kerber;63;21;37;6;4;4;21;16;7;13;6
Angelique Kerber;64;35;36;10;1;4;25;35;5;6;5
Angelique Kerber;54;31;46;20;2;1;19;14;3;12;5
Angelique Kerber;62;24;38;11;1;1;13;18;6;7;5
Angelique Kerber;65;47;35;19;2;3;24;24;5;10;3
Angelique Kerber;75;44;25;13;0;2;37;31;4;13;10
Anna Karolina Schmiedlova;62;40;38;16;6;4;17;42;4;12;3
Anna Karolina Schmiedlova;70;28;30;7;0;2;10;14;2;2;5
Anna Schmiedlova;66;54;34;23;5;5;5;5;6;14;
Anna Schmiedlova;59;15;41;7;1;5;6;20;3;7;0
Anna Tatishvili;68;20;32;5;0;4;10;23;1;8;6
Anna Tatishvili;58;11;42;6;0;3;4;22;0;0;0
Annika Beck;67;18;33;8;0;0;8;10;6;11;3
Annika Beck;75;13;25;3;0;3;10;29;2;3;5
Annika Beck;83;28;17;5;1;1;19;13;5;11;5
Annika Beck;66;22;34;7;1;3;16;23;3;9;2
Arantxa Rus;52;11;48;2;;7;7;26;2;3;3
Aravane Rezai;56;27;44;12;1;7;33;32;6;13;11
Ashleigh Barty;51;14;49;11;1;4;5;18;0;0;2
Ashleigh Barty;53;32;47;23;4;2;26;29;7;18;11
Ashleigh Barty;61;6;39;4;0;;9;5;1;1;2
Ayumi Morita;62;30;38;16;6;2;20;24;4;5;1
Ayumi Morita;57;8;43;5;1;3;7;18;1;1;1
Ayumi Morita;65;17;35;9;0;1;16;31;1;6;4
B Jovanovski;60;31;40;15;2;5;21;23;9;4;7
B.Becker;59;29;41;14;5;1;26;18;5;1;28
B.Jovanovski;69;57;31;18;11;5;47;40;13;4;13
B.Jovanovski;59;24;41;15;3;1;19;17;5;1;11
B.Kavcic;58;40;42;12;7;1;16;19;9;0;5
B.Knittel;58;33;42;17;4;12;17;44;1;1;21
B.Mattek-Sands;55;29;45;10;4;1;26;26;3;2;30
B.Paire;63;51;37;18;26;3;64;21;13;6;33
B.Paire;57;49;43;23;12;2;39;27;6;3;41
B.Reynolds;68;53;32;15;8;5;25;19;0;0;21
B.Reynolds;62;68;38;38;22;1;52;32;16;3;45
B.Tomic;72;54;28;13;4;0;33;12;8;5;19
B.Tomic;81;101;19;15;19;1;60;23;7;1;34
B.Tomic;78;86;22;20;11;2;45;30;8;2;21
B.Tomic;71;82;29;22;19;2;43;31;7;1;24
B.Zahlavova Strycova;62;37;38;14;6;3;35;42;22;8;34
B.Zahlavova Strycova;64;28;36;15;6;0;20;12;1;0;30
Barbora Zahlavova Strycova;68;39;32;13;5;2;31;36;5;17;22
Barbora Zahlavova Strycova;55;13;45;9;1;2;17;30;2;8;17
Barbora Zahlavova Strycova;71;23;29;6;3;2;13;16;0;0;3
Belinda Bencic;53;25;47;15;5;5;27;44;10;20;7
Belinda Bencic;54;21;46;8;2;5;12;19;2;2;3
Benjamin Becker;53;45;47;31;12;5;38;36;3;7;6
Benjamin Becker;66;48;34;13;7;5;24;24;1;5;11
Benjamin Becker;52;38;48;27;8;5;;;8;17;
Benjamin Becker;59;33;41;19;6;4;;;1;1;6
Benoit Paire;57;54;43;22;24;6;58;25;3;12;22
Benoit Paire;50;68;50;47;32;5;78;45;7;24;28
Benoit Paire;58;30;42;10;13;3;31;59;2;7;11
Benoit Paire;46;40;54;29;6;2;39;46;2;3;21
Benoit Paire;57;34;43;20;9;3;54;35;7;16;15
Benoit Paire;43;40;57;36;6;9;36;64;4;9;10
Benoit Paire;51;72;49;40;29;11;;;6;23;36
Bernard Tomic;71;15;29;3;3;1;13;7;0;0;3
Bernard Tomic;63;38;37;17;6;3;36;34;1;11;14
Bernard Tomic;68;71;32;28;9;2;;;5;17;28
Bernard Tomic;62;47;38;23;8;2;;;6;11;18
Bethanie Mattek-Sands;71;34;29;12;2;2;38;21;6;9;13
Bethanie Mattek-Sands;54;35;46;18;3;3;32;37;7;14;5
Bethanie Mattek-Sands;54;24;46;14;0;2;32;25;5;14;17
Bethanie Mattek-Sands;57;27;43;10;4;8;18;30;2;6;7
Bethanie Mattek-Sands;56;29;44;18;0;2;27;42;2;5;13
Blaz Kavcic;63;43;37;22;10;6;41;27;6;14;6
Blaz Kavcic;62;32;38;18;6;3;14;21;1;2;4
Blaz Kavcic;63;33;37;17;1;0;25;8;7;12;11
Blaz Kavcic;63;64;37;37;7;5;46;40;3;9;19
Blaz Rola;68;57;32;13;6;8;6;8;4;9;
Blaz Rola;63;66;37;24;12;8;12;8;3;4;
Bojana Jovanovski;69;31;31;10;1;5;21;21;3;3;4
Bojana Jovanovski;68;34;32;8;3;1;33;32;3;7;2
Bojana Jovanovski;69;30;31;14;;1;32;50;6;9;7
Bojana Jovanovski;80;31;20;5;1;0;28;20;3;7;7
Bojana Jovanovski;76;43;24;11;0;1;0;1;9;13;
Bradley Klahn;58;54;42;28;10;9;10;9;0;0;
Bradley Klahn;71;72;29;26;6;1;;;3;11;30
Bradley Klahn;71;69;29;18;17;3;;;3;9;24
Brian Baker;49;32;51;28;14;10;;;7;12;12
C Garcia;64;31;36;17;7;3;20;23;2;2;10
C Giorgi;63;47;37;22;3;4;46;45;9;3;34
C Giorgi;54;18;46;11;2;7;20;35;1;1;16
C McHale;58;28;42;13;1;5;10;13;6;3;7
C McHale;64;39;36;14;2;3;22;28;10;5;9
C McHale;66;52;34;21;7;5;34;57;10;3;13
C Scheepers;55;12;45;5;0;0;11;27;4;2;18
C Suarez Navarro;78;54;22;9;2;1;45;47;19;7;21
C Suarez Navarro;79;30;21;5;0;2;13;23;11;5;9
C Suarez Navarro;78;21;22;4;1;1;9;12;12;6;10
C Suarez Navarro;82;27;18;7;0;0;6;14;6;4;2
C Vandeweghe;47;14;53;10;2;5;18;37;2;2;9
C Wozniack;62;34;38;21;2;2;13;27;11;2;10
C Wozniacki;76;22;34;6;0;1;14;11;9;6;9
C Wozniacki;69;28;31;12;2;3;11;11;14;6;1
C.Berlocq;64;42;36;18;4;2;23;13;1;0;25
C.Garcia;75;24;25;9;3;1;15;5;0;0;14
C.Garcia;64;33;36;11;4;0;22;20;4;2;16
C.Giorgi;60;21;40;14;0;2;24;18;7;4;27
C.Giorgi;53;36;47;20;0;11;21;36;14;5;22
C.Giorgi;54;23;46;19;1;4;18;17;13;2;21
C.McHale;64;26;36;11;4;3;31;20;12;3;13
C.McHale;60;24;40;13;1;0;16;14;10;4;15
C.Scheepers;52;10;48;7;0;3;16;20;10;1;19
C.Suarez Navarro;68;27;32;14;;1;23;19;10;6;24
C.Suarez Navarro;66;31;34;11;1;1;10;12;6;1;11
C.Suarez Navarro;59;30;41;16;1;2;16;13;8;5;12
C.Suarez Navarro;66;31;34;13;1;2;25;17;15;6;14
C.Vandeweghe;64;40;36;20;5;3;24;25;9;3;17
C.Witthoeft;41;6;59;7;0;4;2;10;2;1;1
C.Wozniacki;69;15;31;8;0;1;6;10;6;0;8
C.Wozniacki;72;29;28;2;3;3;12;7;8;6;9
Camila Giorgi;53;24;47;8;1;11;23;30;1;4;3
Camila Giorgi;56;31;44;20;0;12;28;73;5;12;19
Camila Giorgi;51;38;49;23;5;13;27;47;4;12;3
Carina Witthoeft;62;16;38;10;1;4;1;4;2;6;
Carla Suarez Navarro;79;31;21;4;0;1;17;19;4;5;6
Carla Suarez Navarro;73;57;27;17;0;5;19;30;6;10;14
Carla Suarez Navarro;65;12;35;4;0;0;2;23;0;1;0
Carla Suarez Navarro;72;39;28;8;3;1;21;29;5;10;7
Carla Suarez Navarro;67;32;33;14;;1;42;47;6;18;12
Carla Suarez Navarro;63;41;37;14;1;2;32;31;5;8;10
Carla Suarez Navarro;63;31;37;17;0;2;41;22;7;13;19
Carlos Berlocq;57;49;43;32;9;4;9;4;4;13;
Carlos Berlocq;73;45;27;10;3;3;27;11;1;5;11
Carlos Berlocq;64;61;36;30;5;7;;;9;22;18
Carlos Berlocq;84;36;16;2;1;2;;;1;3;7
Caroline Garcia;58;22;42;15;3;7;3;7;4;6;
Caroline Garcia;60;29;40;13;4;2;19;21;2;4;3
Caroline Garcia;53;16;47;9;2;3;14;14;0;0;3
Caroline Wozniacki;76;27;24;8;3;1;11;10;5;7;1
Caroline Wozniacki;70;29;30;10;1;3;13;18;2;3;5
Caroline Wozniacki;74;30;26;8;2;3;15;29;5;12;11
Caroline Wozniacki;67;39;33;12;2;6;17;37;5;16;9
Caroline Wozniacki;61;17;39;11;;2;15;16;6;12;11
Casey Dellacqua;66;22;34;13;0;0;10;19;4;10;1
Casey Dellacqua;73;22;27;6;1;0;15;15;6;19;7
Casey Dellacqua;58;20;42;14;1;3;14;16;5;10;3
Casey Dellacqua;61;33;39;14;0;3;11;47;1;2;5
Chanelle Scheepers;54;16;46;13;;5;9;23;3;5;1
Chanelle Scheepers;53;27;47;12;2;13;2;13;4;7;
Christina McHale;71;31;29;11;4;3;4;3;5;9;
Christina McHale;70;52;30;10;2;3;31;39;5;9;7
Christina McHale;53;22;47;12;3;3;17;37;3;6;2
Claire Feuerstein;55;29;45;19;1;2;29;37;2;9;5
Coco Vandeweghe;53;24;47;12;4;6;16;37;3;7;7
Collin Altamirano;58;27;42;8;3;3;;;0;0;4
D Hantuchova;60;38;40;19;15;2;46;22;7;4;16
D Hantuchova;58;14;42;5;3;3;19;18;4;3;10
D Hantuchova;61;41;39;21;1;4;32;58;11;7;35
D Hantuchova;46;14;54;18;2;2;10;18;12;5;5
D Pfizenmaier;67;17;33;4;3;4;15;27;3;0;4
D.Brands;65;90;35;38;19;3;59;41;8;3;46
D.Brands;75;53;25;11;19;1;33;10;1;1;20
D.Brown;75;47;25;12;9;2;46;21;7;4;41
D.Brown;64;71;36;25;21;5;74;22;6;5;87
D.Brown;58;42;42;16;11;3;34;20;5;0;61
D.Cibulkova;44;15;56;13;0;3;13;7;9;5;6
D.Cibulkova;65;43;35;17;0;5;43;48;14;5;23
D.Cibulkova;64;15;36;9;0;2;14;22;6;2;20
D.Ferrer;68;45;32;17;8;2;41;22;2;0;31
D.Ferrer;66;62;34;29;7;3;53;25;15;5;46
D.Ferrer;68;57;32;15;7;6;31;22;12;6;30
D.Ferrer;70;76;30;22;6;8;34;39;24;7;50
D.Gimeno-Traver;69;93;31;27;20;3;64;37;4;0;18
D.Goffin;71;46;29;19;2;3;40;10;1;0;36
D.Hantuchova;63;15;37;8;0;3;15;18;10;3;8
D.Istomin;62;78;38;32;17;2;60;40;7;3;23
D.Kudla;57;39;43;24;3;5;26;22;7;2;40
D.Kudla;61;63;39;35;5;3;44;31;15;7;47
D.Tursunov;56;37;44;24;5;4;29;13;4;0;22
D.Vekic;53;23;47;11;4;2;18;16;0;0;9
Damir Dzumhur;53;31;47;19;4;3;4;3;7;12;
Damir Dzumhur;51;36;49;26;7;6;33;27;3;5;12
Damir Dzumhur;44;25;56;17;5;6;21;34;0;2;5
Daniel Brands;63;109;37;36;41;4;111;81;2;25;29
Daniel Brands;74;66;26;22;10;1;51;53;1;4;25
Daniel Brands;59;58;41;20;10;6;;;1;6;16
Daniel Evans;48;35;52;25;8;4;;;6;9;16
Daniel Evans;56;43;44;27;9;7;;;6;15;32
Daniel Evans;62;65;38;23;8;8;;;4;11;41
Daniel Gimeno-Traver;56;43;44;25;5;5;22;33;3;6;8
Daniel Gimeno-Traver;52;67;48;47;12;5;72;64;5;10;11
Daniel Gimeno-Traver;78;84;22;15;1;3;49;60;7;10;14
Daniel Gimeno-Traver;56;45;44;22;14;4;;;1;2;
Daniel Munoz-De La Nava;52;35;48;24;0;2;40;47;1;16;22
Daniela Hantuchova;68;43;32;10;6;2;37;44;5;13;5
Daniela Hantuchova;59;53;41;28;9;8;43;35;4;9;10
Daniela Hantuchova;54;15;46;12;2;2;10;19;1;6;1
Daniela Hantuchova;68;38;32;17;1;2;26;32;2;6;14
David Ferrer;53;28;47;21;2;6;33;30;8;12;18
David Ferrer;68;56;32;18;0;4;32;48;9;17;21
David Ferrer;72;44;28;17;2;1;22;24;5;11;10
David Ferrer;63;55;37;24;3;1;64;43;9;19;19
David Ferrer;61;46;39;23;2;1;30;46;3;12;12
David Ferrer;55;33;45;18;3;4;22;22;8;11;6
David Ferrer;60;31;40;15;3;2;29;21;8;15;8
David Ferrer;66;41;34;17;1;4;35;30;7;19;14
David Ferrer;52;28;48;24;1;3;28;11;6;17;9
David Ferrer;47;25;53;22;1;3;26;18;7;12;13
David Ferrer;60;35;40;23;3;1;24;21;6;17;17
David Ferrer;62;31;38;8;1;5;22;35;3;12;10
David Ferrer;55;40;45;21;11;2;;;5;11;6
David Ferrer;59;48;41;29;10;3;;;8;16;19
David Ferrer;60;47;40;20;7;2;;;8;26;15
David Ferrer;65;68;35;23;13;4;;;5;16;33
David Ferrer;63;53;37;29;5;3;;;4;15;38
David Goffin;67;44;33;14;7;8;;;2;8;
David Goffin;61;46;39;25;7;2;32;38;1;2;15
David Guez;64;26;36;12;3;;20;39;3;7;5
Denis Istomin;77;57;23;15;9;1;41;41;4;13;12
Denis Istomin;54;47;46;36;14;1;46;34;5;8;14
Denis Istomin;65;41;35;10;5;1;14;26;1;1;3
Denis Istomin;69;44;31;13;7;3;53;31;5;11;17
Denis Istomin;68;41;32;19;3;0;19;41;1;1;13
Denis Istomin;64;50;36;23;13;2;;;7;11;
Denis Istomin;46;24;54;21;6;3;;;7;13;
Denis Istomin;65;65;35;23;24;6;;;6;8;17
Denis Istomin;69;55;31;20;4;2;;;2;4;19
Denis Kudla;59;35;41;18;1;2;31;45;1;3;12
Denis Kudla;68;48;32;17;5;5;30;51;1;7;6
Denis Kudla;63;56;37;27;7;5;;;7;17;
Denis Kudla;60;49;40;26;1;6;;;4;14;12
Di Wu;60;46;40;29;3;5;33;36;2;13;23
Dinah Pfizenmaier;48;24;52;23;3;12;3;12;2;15;
Dinah Pfizenmaier;67;28;33;5;2;4;30;30;7;13;3
Dinah Pfizenmaier;60;24;40;15;1;1;33;32;5;12;16
Dinah Pfizenmaier;62;24;38;12;1;2;24;48;1;3;14
Dmitry Tursunov;53;39;47;24;8;6;8;6;6;9;
Dmitry Tursunov;53;45;47;26;5;5;31;44;3;10;24
Dmitry Tursunov;51;47;49;28;8;6;38;42;4;8;7
Dmitry Tursunov;59;31;41;9;6;4;25;15;2;2;6
Dmitry Tursunov;55;52;45;27;16;3;;;6;9;
Dmitry Tursunov;58;24;42;13;3;3;;;1;2;
Dmitry Tursunov;53;46;47;24;25;4;;;3;7;12
Dominic Thiem;55;60;45;31;20;3;20;3;5;12;
Dominic Thiem;59;34;41;16;10;3;28;21;0;2;2
Dominika Cibulkova;69;21;31;8;1;1;20;20;5;9;7
Dominika Cibulkova;69;27;31;13;1;5;16;28;7;14;2
Dominika Cibulkova;61;33;39;14;0;6;21;30;3;7;6
Dominika Cibulkova;68;21;32;8;0;2;17;13;6;9;4
Dominika Cibulkova;56;31;44;16;2;3;17;31;5;8;8
Dominika Cibulkova;67;29;33;5;0;7;11;28;2;3;3
Dominika Cibulkova;60;24;40;11;1;2;14;20;6;10;4
Dominika Cibulkova;77;25;23;5;0;3;17;16;5;9;3
Dominika Cibulkova;64;22;36;10;0;2;21;20;6;9;12
Donald Young;73;58;27;16;0;5;34;33;2;7;29
Donald Young;61;71;39;29;6;15;47;78;6;15;31
Donald Young;64;23;36;7;1;5;17;32;1;4;15
Donald Young;74;39;26;10;3;7;;;8;13;9
Donald Young;62;42;38;20;5;8;;;3;13;31
Donna Vekic;47;17;53;9;1;2;1;2;0;5;
Donna Vekic;63;21;37;7;1;3;12;13;3;7;2
Dudi Sela;68;73;32;24;5;3;41;50;9;17;14
Dudi Sela;59;65;41;38;2;7;;;11;26;
Dudi Sela;62;30;38;10;1;7;;;2;13;
Dusan Lajovic;61;53;39;30;7;7;28;57;5;10;8
Dusan Lajovic;70;37;30;8;7;3;17;49;1;5;4
E Bouchard;72;45;28;16;5;2;26;29;13;3;13
E Bouchard;47;27;53;27;2;7;41;43;14;6;38
E Makarova;60;40;40;18;1;4;15;33;6;4;12
E Makarova;61;36;39;15;6;3;24;20;8;3;15
E Svitolina;59;44;41;20;5;2;27;47;19;2;19
